Id,LotArea,Street,LotShape,LandContour,Utilities,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,Foundation,TotalBsmtSF,Heating,CentralAir,Electrical,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageArea,MoSold,YrSold,SalePrice
748,11700,Pave,IR1,Lvl,AllPub,OldTown,1Fam,2Story,7,7,1880,Mansard,Stone,1240,GasW,N,SBrkr,2640,1,1,4,1,Gd,8,1,Detchd,864,5,2009,265979
749,10593,Pave,IR1,Lvl,AllPub,NoRidge,1Fam,1Story,7,5,1996,Hip,PConc,1720,GasA,Y,SBrkr,1720,2,0,3,1,Gd,7,1,Attchd,527,3,2010,260400
750,8405,Pave,Reg,Lvl,AllPub,Edwards,1Fam,1.5Fin,4,3,1945,Gable,Slab,0,Wall,N,FuseF,1529,2,0,4,1,TA,9,0,Detchd,240,4,2009,98000
751,8800,Pave,Reg,Lvl,AllPub,OldTown,1Fam,1.5Fin,4,7,1910,Gable,BrkTil,576,GasA,Y,SBrkr,1140,1,0,3,1,TA,7,0,NA,0,6,2010,96500
752,7750,Pave,Reg,Lvl,AllPub,Gilbert,1Fam,2Story,7,5,2003,Gable,PConc,660,GasA,Y,SBrkr,1320,2,1,3,1,Gd,6,0,Attchd,400,8,2007,162000
753,9236,Pave,IR1,Lvl,AllPub,CollgCr,1Fam,1Story,6,5,1997,Gable,PConc,1479,GasA,Y,SBrkr,1494,2,0,3,1,Gd,6,0,Attchd,576,7,2006,217000
754,10240,Pave,Reg,Lvl,AllPub,NridgHt,1Fam,2Story,8,5,2005,Gable,PConc,1030,GasA,Y,SBrkr,2098,2,1,3,1,Ex,8,1,Attchd,878,3,2006,275500
755,7930,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,6,8,1969,Gable,CBlock,1026,GasA,Y,SBrkr,1026,1,0,3,1,Gd,5,0,Detchd,440,7,2009,156000
756,3230,Pave,Reg,Lvl,AllPub,Somerst,TwnhsE,2Story,6,5,1999,Gable,PConc,729,GasA,Y,SBrkr,1471,2,1,3,1,TA,6,0,Detchd,440,3,2009,172500
757,10769,Pave,IR1,Lvl,AllPub,CollgCr,1Fam,2Story,8,5,2007,Gable,PConc,866,GasA,Y,SBrkr,1768,2,1,3,1,Gd,7,0,Attchd,578,4,2009,212000
758,11616,Pave,IR1,Lvl,AllPub,Sawyer,1Fam,2Story,6,5,1978,Hip,CBlock,672,GasA,Y,SBrkr,1386,2,1,3,1,TA,6,1,Attchd,440,4,2010,158900
759,2280,Pave,Reg,Lvl,AllPub,Somerst,Twnhs,2Story,7,5,1999,Gable,PConc,744,GasA,Y,SBrkr,1501,2,1,3,1,TA,6,0,Detchd,440,8,2008,179400
760,12257,Pave,IR1,Lvl,AllPub,NoRidge,1Fam,2Story,8,5,1995,Gable,PConc,1318,GasA,Y,SBrkr,2531,2,1,4,1,Gd,9,1,Attchd,752,11,2007,290000
761,9100,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,6,6,1959,Hip,CBlock,864,GasA,Y,SBrkr,864,1,0,2,1,TA,5,0,Detchd,300,10,2009,127500
762,6911,Pave,Reg,Lvl,AllPub,BrkSide,1Fam,1Story,5,5,1924,Gable,PConc,1145,GasA,Y,SBrkr,1301,1,0,2,1,Fa,5,0,Detchd,440,10,2009,100000
763,8640,Pave,Reg,Lvl,AllPub,Somerst,1Fam,2Story,7,5,2009,Gable,PConc,756,GasA,Y,SBrkr,1547,2,1,3,1,Gd,7,0,Attchd,614,6,2010,215200
764,9430,Pave,Reg,Lvl,AllPub,NoRidge,1Fam,2Story,8,5,1999,Gable,PConc,1252,GasA,Y,SBrkr,2365,2,1,3,1,Gd,8,1,Attchd,856,7,2009,337000
765,9549,Pave,IR1,Lvl,AllPub,Veenker,TwnhsE,1Story,8,5,1995,Hip,PConc,1494,GasA,Y,SBrkr,1494,1,1,2,1,Ex,6,1,Attchd,481,4,2006,270000
766,14587,Pave,IR1,Lvl,AllPub,Somerst,1Fam,1Story,9,5,2008,Gable,PConc,1498,GasA,Y,SBrkr,1506,2,0,2,1,Ex,6,1,Attchd,592,8,2008,264132
767,10421,Pave,Reg,Lvl,AllPub,NWAmes,1Fam,2Story,7,5,1988,Gable,CBlock,980,GasA,Y,SBrkr,1714,2,1,3,1,TA,7,1,Attchd,496,3,2010,196500
768,12508,Pave,IR1,Lvl,AllPub,Mitchel,1Fam,1.5Fin,6,7,1940,Gable,CBlock,983,GasA,Y,SBrkr,1750,2,0,4,1,TA,7,0,Attchd,423,7,2008,160000
769,9100,Pave,Reg,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2004,Hip,PConc,1860,GasA,Y,SBrkr,1836,2,0,3,1,Gd,8,1,Attchd,484,10,2006,216837
770,53504,Pave,IR2,HLS,AllPub,StoneBr,1Fam,2Story,8,5,2003,Hip,PConc,1650,GasA,Y,SBrkr,3279,3,1,4,1,Ex,12,1,BuiltIn,841,6,2010,538000
771,7252,Pave,IR1,Lvl,AllPub,Sawyer,1Fam,SFoyer,5,5,1982,Hip,CBlock,858,GasA,Y,SBrkr,858,1,0,2,1,TA,5,0,Detchd,576,4,2009,134900
772,8877,Pave,Reg,Lvl,AllPub,Edwards,1Fam,1Story,4,5,1951,Gable,CBlock,836,GasA,Y,FuseF,1220,1,0,2,1,TA,6,0,Detchd,396,4,2006,102000
773,7819,Pave,Reg,Lvl,AllPub,Edwards,1Fam,SLvl,6,5,1976,Gable,CBlock,1029,GasA,Y,SBrkr,1117,1,0,3,1,TA,6,1,Detchd,672,3,2010,107000
774,10150,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,5,5,1958,Gable,CBlock,912,GasA,Y,FuseA,912,1,0,2,1,TA,5,0,Attchd,275,7,2007,114500
775,14226,Pave,Reg,Lvl,AllPub,NridgHt,1Fam,1Story,8,5,2006,Hip,PConc,1935,GasA,Y,SBrkr,1973,2,0,3,1,Gd,9,1,Attchd,895,7,2007,395000
776,4500,Pave,Reg,Lvl,AllPub,Mitchel,TwnhsE,1Story,6,5,1998,Hip,PConc,1204,GasA,Y,SBrkr,1204,2,0,2,1,TA,5,0,Attchd,412,6,2009,162000
777,11210,Pave,IR1,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2005,Gable,PConc,1614,GasA,Y,SBrkr,1614,2,0,3,1,Gd,7,0,Attchd,865,7,2006,221500
778,13350,Pave,IR1,Lvl,AllPub,Sawyer,1Fam,1Story,5,5,1974,Hip,CBlock,864,GasA,Y,SBrkr,894,1,0,3,1,TA,5,1,Attchd,440,6,2006,142500
779,8400,Pave,Reg,Lvl,AllPub,SawyerW,Duplex,1Story,5,5,1977,Gable,Slab,0,GasA,Y,SBrkr,2020,2,0,4,2,TA,10,2,Detchd,630,10,2007,144000
780,10530,Pave,Reg,Lvl,AllPub,Mitchel,Duplex,SFoyer,6,5,1977,Gable,CBlock,975,GasA,Y,SBrkr,1004,1,0,2,1,TA,4,0,Attchd,504,5,2006,135000
781,7875,Pave,Reg,Lvl,AllPub,Gilbert,1Fam,1Story,7,5,1995,Gable,PConc,1237,GasA,Y,SBrkr,1253,2,0,3,1,TA,6,1,Attchd,402,6,2007,176000
782,7153,Pave,Reg,Lvl,AllPub,SawyerW,1Fam,2Story,6,5,1992,Gable,PConc,761,GasA,Y,SBrkr,1603,2,1,3,1,Gd,7,0,Attchd,484,7,2006,175900
783,16285,Pave,IR2,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2001,Gable,PConc,1413,GasA,Y,SBrkr,1430,2,0,3,1,Gd,6,0,Attchd,605,6,2009,187100
784,9101,Pave,IR1,Lvl,AllPub,Mitchel,1Fam,SFoyer,5,6,1978,Gable,PConc,1097,GasA,Y,SBrkr,1110,1,0,1,1,Gd,4,1,Attchd,602,7,2009,165500
785,6300,Pave,Reg,Lvl,AllPub,OldTown,1Fam,2.5Unf,6,6,1914,Gable,CBlock,742,GasA,Y,SBrkr,1484,2,0,3,1,TA,9,1,NA,0,6,2008,128000
786,9790,Pave,Reg,Lvl,AllPub,NWAmes,1Fam,1Story,6,5,1967,Gable,CBlock,1372,GasA,Y,SBrkr,1342,2,0,3,1,TA,7,1,Attchd,457,9,2009,161500
787,10800,Pave,Reg,Lvl,AllPub,OldTown,1Fam,1.5Fin,5,6,1915,Gable,PConc,686,GasA,Y,SBrkr,1652,2,0,4,1,TA,7,0,Detchd,416,6,2010,139000
788,10142,Pave,IR1,Lvl,AllPub,SawyerW,1Fam,2Story,7,5,2004,Gable,PConc,956,GasA,Y,SBrkr,2084,2,1,4,1,Gd,8,0,BuiltIn,618,1,2010,233000
789,6000,Pave,Reg,Lvl,AllPub,OldTown,1Fam,1Story,4,7,1954,Gable,CBlock,901,GasA,Y,SBrkr,901,1,0,2,1,TA,4,0,Detchd,281,8,2008,107900
790,12205,Pave,IR1,Low,AllPub,ClearCr,1Fam,2Story,6,8,1966,Gable,CBlock,832,GasA,Y,SBrkr,2087,2,1,5,1,Gd,9,0,Attchd,444,7,2007,187500
791,3182,Pave,Reg,Lvl,AllPub,Blmngtn,TwnhsE,1Story,7,5,2005,Gable,PConc,1145,GasA,Y,SBrkr,1145,2,0,2,1,Gd,5,1,Attchd,397,9,2009,160200
792,11333,Pave,IR1,Lvl,AllPub,Mitchel,1Fam,SLvl,6,5,1976,Gable,PConc,1029,GasA,Y,SBrkr,1062,1,0,3,1,TA,5,2,Attchd,539,5,2007,146800
793,9920,Pave,IR1,Lvl,AllPub,NoRidge,1Fam,2Story,7,5,1996,Gable,PConc,1117,GasA,Y,SBrkr,2013,2,1,3,1,TA,8,1,Attchd,455,6,2007,269790
794,9158,Pave,Reg,Lvl,AllPub,Somerst,1Fam,1Story,8,5,2007,Gable,PConc,1496,GasA,Y,SBrkr,1496,2,0,3,1,Gd,7,0,Attchd,474,6,2007,225000
795,10832,Pave,IR1,Lvl,AllPub,Gilbert,1Fam,2Story,7,5,1994,Gable,PConc,712,GasA,Y,SBrkr,1895,2,1,3,1,Gd,7,1,Attchd,409,10,2008,194500
796,8400,Pave,Reg,Lvl,AllPub,SawyerW,1Fam,2Story,6,6,1980,Gable,CBlock,650,GasA,Y,SBrkr,1564,2,1,3,1,TA,7,1,Attchd,476,4,2010,171000
797,8197,Pave,Reg,Lvl,AllPub,Sawyer,1Fam,1Story,6,5,1977,Gable,CBlock,660,GasA,Y,SBrkr,1285,1,1,3,1,TA,7,1,Attchd,528,4,2007,143500
798,7677,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,5,5,1953,Gable,CBlock,773,GasA,Y,SBrkr,773,1,0,2,1,TA,4,0,Attchd,240,4,2008,110000
799,13518,Pave,Reg,Lvl,AllPub,NridgHt,1Fam,2Story,9,5,2008,Hip,PConc,1926,GasA,Y,SBrkr,3140,3,1,4,1,Ex,11,2,BuiltIn,820,7,2009,485000
800,7200,Pave,Reg,Lvl,AllPub,SWISU,1Fam,1.5Fin,5,7,1937,Gable,BrkTil,731,GasA,Y,SBrkr,1768,1,1,3,1,Gd,7,2,Detchd,240,6,2007,175000
801,12798,Pave,IR1,HLS,AllPub,ClearCr,1Fam,2Story,6,5,1997,Gable,PConc,616,GasA,Y,SBrkr,1688,2,1,4,1,Gd,8,0,Attchd,603,5,2008,200000
802,4800,Pave,Reg,Lvl,AllPub,IDOTRR,1Fam,1Story,4,7,1916,Gable,CBlock,1196,GasA,Y,FuseA,1196,1,0,2,1,TA,5,0,Detchd,440,7,2007,109900
803,8199,Pave,Reg,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2005,Gable,PConc,728,GasA,Y,SBrkr,1456,2,1,3,1,Gd,7,1,Attchd,410,10,2008,189000
804,13891,Pave,Reg,Lvl,AllPub,NridgHt,1Fam,2Story,9,5,2008,Hip,PConc,1734,GasA,Y,SBrkr,2822,3,1,4,1,Ex,12,1,BuiltIn,1020,1,2009,582933
805,9000,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,5,5,1954,Gable,CBlock,936,GasA,Y,SBrkr,1128,1,0,2,1,TA,5,0,Attchd,286,6,2006,118000
806,12274,Pave,IR1,Lvl,AllPub,Somerst,1Fam,1Story,7,5,2008,Gable,PConc,1417,GasA,Y,SBrkr,1428,2,0,3,1,Ex,6,0,Attchd,554,7,2008,227680
807,9750,Pave,Reg,Lvl,AllPub,NAmes,1Fam,SLvl,5,5,1967,Gable,PConc,980,GasA,Y,SBrkr,980,2,0,3,1,TA,6,0,Attchd,384,10,2006,135500
808,21384,Pave,Reg,Lvl,AllPub,BrkSide,1Fam,2Story,5,6,1923,Gable,CBlock,1324,GasA,Y,SBrkr,1576,1,1,3,1,Gd,6,1,Attchd,528,5,2009,223500
809,13400,Pave,Reg,Lvl,AllPub,NAmes,1Fam,SLvl,5,5,1966,Gable,CBlock,1024,GasA,Y,SBrkr,1086,1,0,3,1,TA,6,1,Attchd,484,6,2006,159950
810,8100,Pave,Reg,Lvl,AllPub,OldTown,1Fam,2.5Unf,5,5,1898,Hip,PConc,849,GasA,N,FuseA,2138,2,0,2,3,TA,11,0,Detchd,360,11,2009,106000
811,10140,Pave,Reg,Lvl,AllPub,NWAmes,1Fam,1Story,6,6,1974,Hip,CBlock,1040,GasA,Y,SBrkr,1309,1,1,3,1,Gd,5,1,Attchd,484,1,2006,181000
812,4438,Pave,Reg,Lvl,AllPub,CollgCr,TwnhsE,1Story,6,5,2004,Gable,PConc,848,GasA,Y,SBrkr,848,1,0,1,1,Gd,4,1,Attchd,420,6,2008,144500
813,8712,Grvl,Reg,Bnk,AllPub,IDOTRR,1Fam,1Story,5,5,1952,Hip,CBlock,540,GasA,N,FuseA,1044,1,0,2,1,Fa,4,0,Basment,504,6,2010,55993
814,9750,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,6,6,1958,Gable,CBlock,1442,GasA,Y,SBrkr,1442,1,1,4,1,TA,7,0,Attchd,301,4,2007,157900
815,8248,Pave,Reg,Lvl,AllPub,Edwards,1Fam,1.5Fin,5,7,1918,Gable,BrkTil,686,GasW,Y,SBrkr,1250,1,1,3,1,Fa,7,0,Detchd,280,7,2006,116000
816,12137,Pave,IR2,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,1998,Gable,PConc,1649,GasA,Y,SBrkr,1661,2,0,3,1,Gd,6,0,Attchd,598,5,2010,224900
817,11425,Pave,IR1,Lvl,AllPub,NAmes,1Fam,1Story,5,6,1954,Gable,CBlock,1008,GasA,Y,SBrkr,1008,1,0,2,1,TA,4,1,Attchd,275,7,2006,137000
818,13265,Pave,IR1,Lvl,AllPub,Mitchel,1Fam,1Story,8,5,2002,Hip,PConc,1568,GasA,Y,SBrkr,1689,2,0,3,1,Gd,7,2,Attchd,857,7,2008,271000
819,8816,Pave,Reg,Lvl,AllPub,ClearCr,1Fam,SLvl,6,7,1971,Gable,CBlock,1010,GasA,Y,SBrkr,1052,1,0,3,1,TA,6,0,Attchd,440,6,2010,155000
820,6371,Pave,IR1,Lvl,AllPub,NridgHt,TwnhsE,1Story,7,5,2009,Gable,PConc,1358,GasA,Y,SBrkr,1358,2,0,2,1,Gd,6,1,Attchd,484,6,2010,224000
821,7226,Pave,IR1,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2003,Gable,PConc,798,GasA,Y,SBrkr,1640,2,1,3,1,Gd,6,0,Attchd,595,6,2008,183000
822,6000,Pave,Reg,Bnk,AllPub,OldTown,2fmCon,1Story,4,4,1953,Gable,CBlock,936,GasA,N,SBrkr,936,1,0,2,1,TA,4,0,Detchd,576,2,2009,93000
823,12394,Pave,IR1,Lvl,AllPub,Gilbert,1Fam,2Story,7,5,2003,Gable,PConc,847,GasA,Y,SBrkr,1733,2,1,3,1,Gd,7,1,BuiltIn,433,10,2007,225000
824,9900,Pave,Reg,Lvl,AllPub,SWISU,1Fam,1.5Fin,6,7,1940,Gable,BrkTil,778,GasA,Y,SBrkr,1489,2,0,3,1,TA,7,1,Detchd,240,7,2009,139500
825,11216,Pave,Reg,Lvl,AllPub,Somerst,1Fam,1Story,8,5,2006,Gable,PConc,1489,GasA,Y,SBrkr,1489,2,0,3,1,Gd,7,1,Attchd,776,6,2006,232600
826,14803,Pave,Reg,Lvl,AllPub,NridgHt,1Fam,1Story,10,5,2007,Hip,PConc,2078,GasA,Y,SBrkr,2084,2,0,2,1,Ex,7,1,Attchd,1220,6,2008,385000
827,6130,Pave,Reg,Lvl,AllPub,BrkSide,1Fam,1.5Unf,5,6,1924,Gable,BrkTil,784,GasA,Y,SBrkr,784,1,0,2,1,Gd,5,0,NA,0,5,2008,109500
828,8529,Pave,IR1,Lvl,AllPub,SawyerW,1Fam,1Story,7,5,2001,Gable,PConc,1454,GasA,Y,SBrkr,1434,2,0,3,1,Gd,6,1,Attchd,527,4,2009,189000
829,28698,Pave,IR2,Low,AllPub,ClearCr,1Fam,2Story,5,5,1967,Flat,PConc,1013,GasA,Y,SBrkr,2126,2,1,3,1,TA,7,0,Attchd,538,6,2009,185000
830,2544,Pave,Reg,Lvl,AllPub,Somerst,Twnhs,2Story,7,5,2005,Gable,PConc,600,GasA,Y,SBrkr,1223,2,1,2,1,Gd,4,0,Detchd,480,7,2006,147400
831,11900,Pave,IR1,Lvl,AllPub,NAmes,1Fam,1Story,6,5,1957,Gable,CBlock,1392,GasA,Y,FuseA,1392,1,1,3,1,TA,6,2,Attchd,458,6,2008,166000
832,3180,Pave,Reg,Lvl,AllPub,Somerst,TwnhsE,2Story,7,5,2005,Gable,PConc,600,GasA,Y,SBrkr,1200,2,1,2,1,Gd,4,0,Detchd,480,6,2006,151000
833,9548,Pave,IR1,Lvl,AllPub,CollgCr,1Fam,2Story,7,6,2003,Gable,PConc,941,GasA,Y,SBrkr,1829,2,1,3,1,Gd,7,1,Attchd,613,1,2010,237000
834,10004,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,6,6,1964,Gable,CBlock,1516,GasA,Y,SBrkr,1516,1,1,3,1,TA,6,0,Attchd,472,2,2009,167000
835,7875,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,5,6,1961,Gable,CBlock,1144,GasA,Y,SBrkr,1144,1,0,3,1,TA,6,0,Attchd,456,9,2008,139950
836,9600,Pave,Reg,Lvl,AllPub,Sawyer,1Fam,1Story,4,7,1950,Gable,CBlock,1067,GasA,Y,SBrkr,1067,2,0,2,1,Gd,4,0,Attchd,436,2,2010,128000
837,8100,Pave,Reg,Lvl,AllPub,OldTown,1Fam,1Story,5,6,1948,Gable,BrkTil,1559,GasA,Y,SBrkr,1559,1,0,2,1,TA,5,0,Detchd,812,6,2007,153500
838,1680,Pave,Reg,Lvl,AllPub,BrDale,Twnhs,2Story,6,5,1973,Gable,CBlock,483,GasA,Y,SBrkr,987,1,1,2,1,TA,5,0,Detchd,264,11,2008,100000
839,9525,Pave,Reg,Lvl,AllPub,CollgCr,1Fam,1Story,5,6,1995,Gable,PConc,1099,GasA,Y,SBrkr,1099,1,1,3,1,Gd,6,0,Attchd,352,6,2008,144000
840,11767,Pave,Reg,Lvl,AllPub,Edwards,1Fam,1.5Fin,5,6,1946,Gable,CBlock,768,GasA,Y,SBrkr,1200,1,0,3,1,TA,6,0,Detchd,240,5,2008,130500
841,12155,Pave,IR1,Lvl,AllPub,SWISU,1Fam,2Story,6,8,1925,Gable,BrkTil,672,GasA,N,SBrkr,1482,2,0,4,1,Fa,7,0,Detchd,400,3,2008,140000
842,10440,Pave,Reg,Lvl,AllPub,OldTown,1Fam,2Story,5,8,1904,Gable,PConc,650,GasA,Y,SBrkr,1539,2,0,3,1,Gd,8,1,Detchd,686,6,2008,157500
843,9020,Pave,Reg,Lvl,AllPub,NAmes,1Fam,SLvl,6,7,1966,Gable,CBlock,1127,GasA,Y,SBrkr,1165,1,1,3,1,TA,6,0,Attchd,490,5,2008,174900
844,8000,Pave,Reg,Lvl,AllPub,NAmes,Duplex,1Story,5,4,1961,Gable,CBlock,1800,GasA,N,SBrkr,1800,2,0,6,2,TA,10,0,NA,0,7,2007,141000
845,12665,Pave,IR1,Lvl,AllPub,OldTown,1Fam,1.5Fin,5,8,1915,Gable,BrkTil,876,GasA,Y,SBrkr,1416,1,1,4,1,TA,7,1,Detchd,720,6,2008,153900
846,16647,Pave,IR1,Lvl,AllPub,Sawyer,1Fam,SFoyer,5,5,1975,Gable,CBlock,1390,GasA,Y,SBrkr,1701,2,0,3,1,TA,6,2,Basment,611,1,2007,171000
847,9317,Pave,Reg,Lvl,AllPub,SawyerW,1Fam,2Story,7,5,1993,Gable,PConc,740,GasA,Y,SBrkr,1775,2,1,3,1,Gd,7,1,Attchd,425,7,2009,213000
848,15523,Pave,IR1,Lvl,AllPub,CollgCr,1Fam,1Story,5,6,1972,Gable,CBlock,864,GasA,Y,SBrkr,864,1,0,3,1,TA,5,1,Attchd,338,8,2009,133500
849,45600,Pave,IR2,Bnk,AllPub,ClearCr,1Fam,1.5Fin,6,8,1908,Gable,BrkTil,907,GasA,Y,SBrkr,2358,3,0,5,1,TA,10,1,Detchd,360,9,2008,240000
850,9600,Pave,Reg,Lvl,AllPub,Veenker,1Fam,SLvl,6,7,1976,Hip,CBlock,528,GasA,Y,SBrkr,1855,2,1,3,1,TA,7,1,Attchd,512,8,2007,187000
851,4435,Pave,Reg,Lvl,AllPub,CollgCr,TwnhsE,1Story,6,5,2003,Gable,PConc,848,GasA,Y,SBrkr,848,1,0,1,1,Gd,3,0,Attchd,420,11,2007,131500
852,3196,Pave,Reg,Lvl,AllPub,Blmngtn,TwnhsE,1Story,8,5,2003,Gable,PConc,1273,GasA,Y,SBrkr,1456,2,0,2,1,Gd,7,1,Attchd,400,5,2006,215000
853,7128,Pave,Reg,Lvl,AllPub,Crawfor,1Fam,2.5Unf,7,5,1941,Gable,CBlock,918,GasA,Y,SBrkr,1646,2,0,4,1,TA,7,2,Detchd,240,8,2007,164000
854,12095,Pave,IR1,Lvl,AllPub,NAmes,1Fam,SLvl,6,6,1964,Gable,CBlock,1127,GasA,Y,SBrkr,1445,1,1,3,1,TA,7,1,Attchd,645,8,2009,158000
855,17920,Pave,Reg,Lvl,AllPub,Sawyer,1Fam,1Story,5,4,1955,Hip,CBlock,1763,GasA,Y,SBrkr,1779,1,1,3,1,TA,6,1,Attchd,454,7,2006,170000
856,6897,Pave,IR1,Lvl,AllPub,Sawyer,1Fam,1Story,5,8,1962,Gable,CBlock,1040,GasA,Y,SBrkr,1040,1,1,3,1,TA,6,0,Detchd,260,4,2010,127000
857,10970,Pave,IR1,Low,AllPub,CollgCr,1Fam,SLvl,6,6,1978,Gable,CBlock,940,GasA,Y,SBrkr,1026,1,0,3,1,TA,5,0,Detchd,576,10,2008,147000
858,8125,Pave,Reg,Lvl,AllPub,Gilbert,1Fam,2Story,6,5,1994,Gable,PConc,702,GasA,Y,SBrkr,1481,2,1,3,1,TA,6,1,Attchd,343,3,2009,174000
859,10400,Pave,Reg,Lvl,AllPub,NWAmes,1Fam,1Story,7,5,1976,Gable,CBlock,1090,GasA,Y,SBrkr,1370,2,0,3,1,TA,6,1,Attchd,479,6,2009,152000
860,11029,Pave,IR1,Lvl,AllPub,NWAmes,1Fam,2Story,6,7,1968,Gable,CBlock,1054,GasA,Y,SBrkr,2654,2,1,4,1,Gd,9,1,Attchd,619,8,2006,250000
861,7642,Pave,Reg,Lvl,AllPub,Crawfor,1Fam,1.5Fin,7,8,1918,Gable,BrkTil,912,GasA,Y,SBrkr,1426,1,1,3,1,Gd,7,1,Detchd,216,6,2007,189950
862,11625,Pave,Reg,Lvl,AllPub,Sawyer,2fmCon,1Story,5,4,1965,Hip,PConc,1039,GasA,Y,SBrkr,1039,1,1,3,1,TA,6,0,Attchd,504,4,2010,131500
863,9672,Pave,Reg,Lvl,AllPub,SawyerW,1Fam,1Story,6,5,1984,Hip,PConc,1040,GasA,Y,SBrkr,1097,2,0,3,1,TA,6,0,Attchd,480,5,2010,152000
864,7931,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,5,5,1959,Hip,CBlock,1148,GasA,Y,SBrkr,1148,1,0,3,1,TA,6,0,Attchd,672,7,2009,132500
865,8640,Pave,Reg,Lvl,AllPub,Somerst,1Fam,1Story,7,5,2007,Gable,PConc,1372,GasA,Y,SBrkr,1372,2,0,3,1,Gd,6,0,Attchd,529,5,2008,250580
866,8750,Pave,IR1,Lvl,AllPub,NAmes,1Fam,1Story,5,6,1970,Gable,CBlock,1002,GasA,Y,SBrkr,1002,1,0,3,1,TA,5,0,Detchd,902,8,2009,148500
867,10656,Pave,IR1,HLS,AllPub,Timber,1Fam,1Story,8,5,2006,Gable,PConc,1638,GasA,Y,SBrkr,1646,2,0,3,1,Gd,6,1,Attchd,870,11,2007,248900
868,6970,Pave,Reg,Lvl,AllPub,Sawyer,1Fam,1Story,4,5,1961,Gable,CBlock,1040,GasA,Y,SBrkr,1120,1,1,3,1,Fa,5,0,Attchd,544,5,2007,129000
869,14762,Pave,IR2,Lvl,AllPub,Gilbert,1Fam,2Story,5,6,1948,Gable,Slab,0,GasA,Y,SBrkr,2320,2,0,2,1,TA,7,1,Attchd,672,5,2006,169000
870,9938,Pave,Reg,Lvl,AllPub,SawyerW,1Fam,2Story,7,5,1993,Gable,PConc,1050,GasA,Y,SBrkr,1949,2,1,3,1,Gd,8,1,Attchd,574,6,2010,236000
871,6600,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,5,5,1962,Hip,CBlock,894,GasA,N,SBrkr,894,1,0,2,1,TA,5,0,Detchd,308,8,2009,109500
872,8750,Pave,Reg,Lvl,AllPub,CollgCr,1Fam,2Story,6,5,1998,Gable,PConc,804,GasA,Y,SBrkr,1682,2,1,3,1,Gd,7,0,Attchd,523,6,2010,200500
873,8892,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,5,7,1953,Gable,Stone,105,GasA,Y,SBrkr,910,1,0,3,1,Gd,5,0,Attchd,414,10,2008,116000
874,12144,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,5,7,1949,Gable,CBlock,832,GasA,Y,SBrkr,1268,1,0,3,1,TA,6,1,Attchd,288,9,2009,133000
875,5720,Pave,Reg,Lvl,AllPub,OldTown,1Fam,1.5Fin,5,6,1941,Gable,CBlock,676,GasA,Y,SBrkr,1131,1,1,3,1,TA,5,0,Detchd,200,8,2009,66500
876,9000,Pave,Reg,Lvl,AllPub,Somerst,1Fam,2Story,8,5,2007,Gable,PConc,1184,GasA,Y,SBrkr,2610,2,1,4,1,Ex,11,1,BuiltIn,550,8,2007,303477
877,25286,Pave,Reg,HLS,AllPub,Mitchel,1Fam,1Story,4,5,1963,Gable,PConc,1064,GasA,Y,SBrkr,1040,1,0,3,1,TA,5,0,Attchd,648,1,2007,132250
878,8834,Pave,Reg,Lvl,AllPub,NridgHt,1Fam,2Story,9,5,2004,Hip,PConc,1462,GasA,Y,SBrkr,2224,2,1,4,1,Ex,10,1,Attchd,738,6,2009,350000
879,11782,Pave,IR1,Lvl,AllPub,Sawyer,1Fam,SFoyer,5,7,1961,Gable,CBlock,1109,GasA,Y,SBrkr,1155,1,0,3,1,Gd,6,0,Detchd,576,6,2010,148000
880,7000,Pave,IR1,Lvl,AllPub,CollgCr,1Fam,1Story,5,8,1978,Gable,CBlock,864,GasA,Y,SBrkr,864,1,0,3,1,TA,6,0,Attchd,336,7,2009,136500
881,7024,Pave,Reg,Lvl,AllPub,Edwards,1Fam,1Story,5,5,2005,Gable,PConc,1090,GasA,Y,SBrkr,1090,1,1,2,1,TA,5,0,Attchd,450,6,2007,157000
