"no_of_shares","no_of_words_in_title","no_of_words_in_text","no_of_unique_words_in_text","no_of_links","no_of_images","no_of_videos","average_word_length"
1300,9,444,0.565610858449,6,1,0,4.97747747748
863,11,337,0.617910445917,9,1,0,5.23738872404
917,10,805,0.437740692634,7,1,0,4.55527950311
1600,11,195,0.654450258354,4,0,1,4.71282051282
1000,12,165,0.679999995467,4,1,0,4.15151515152
2900,9,448,0.589569159661,10,1,0,4.67410714286
1400,10,165,0.646341459474,4,1,0,4.80606060606
860,9,297,0.60677965896,2,1,1,4.52188552189
935,10,117,0.634782603176,7,1,0,4.35042735043
3400,10,575,0.563279856393,13,1,0,5.20869565217
725,10,195,0.614973258743,5,1,0,4.41025641026
1200,13,157,0.649006618218,4,1,0,4.8025477707
1900,11,216,0.650943393156,7,1,0,4.52777777778
3400,7,1309,0.382716049087,9,1,0,4.6371275783
1800,10,554,0.530797100488,12,1,0,4.62815884477
823,10,579,0.540869564277,8,1,0,4.70293609672
806,15,483,0.52890792178,4,0,1,4.68530020704
1200,9,412,0.567237162427,9,1,0,5.14805825243
808,14,116,0.749999993534,5,0,0,4.50862068966
767,14,139,0.664179099521,4,1,0,4.30935251799
3500,12,148,0.74482758107,5,0,2,4.5
4900,7,307,0.58762886396,5,1,0,4.44299674267
1900,10,806,0.452261305964,11,1,0,4.7158808933
925,10,854,0.520286395561,10,1,2,4.95901639344
1100,11,125,0.75999999392,1,1,1,4.664
1800,11,266,0.541176468466,7,0,1,4.61654135338
2000,10,310,0.590322578741,6,1,0,4.46774193548
835,10,363,0.508379886848,6,1,0,4.52341597796
5200,11,720,0.483960947721,8,1,1,5.01527777778
695,9,203,0.593908626427,7,1,0,4.11330049261
958,11,299,0.618243241155,7,1,0,4.92976588629
913,10,190,0.63783783439,5,1,0,4.72105263158
1300,10,362,0.542857141306,10,1,0,5.00828729282
501,14,263,0.632183905624,6,1,0,5.09885931559
4200,8,210,0.652380949274,7,3,0,4.69523809524
1500,7,1044,0.399422521271,9,1,1,4.59291187739
1400,10,660,0.516279068967,11,1,1,4.68787878788
1100,13,295,0.59450171617,4,1,0,4.66440677966
1900,12,176,0.676300574125,1,0,1,4.64772727273
3300,11,385,0.58900523406,6,1,1,4.8961038961
994,8,454,0.589800442151,10,1,0,5.02422907489
457,11,558,0.538738737768,12,1,0,4.65053763441
1500,11,586,0.566433565443,6,1,0,4.94368600683
712,9,1030,0.419103313432,4,1,1,4.65436893204
1500,9,636,0.487261145721,10,1,1,4.15408805031
3200,9,598,0.437392795133,7,1,0,4.5602006689
486,8,356,0.564469912423,7,1,0,4.73314606742
701,12,231,0.666666663743,4,1,0,4.7619047619
4100,9,496,0.556680160816,8,1,0,4.82862903226
959,12,471,0.559395247172,6,1,0,4.6050955414
1300,10,309,0.565359475277,5,1,0,4.61165048544
917,10,181,0.659217873412,5,0,1,4.49171270718
1300,15,191,0.64673912692,4,1,0,4.49214659686
723,10,470,0.607296136036,1,0,1,4.76595744681
1200,10,312,0.578778133187,5,1,0,4.75320512821
1000,10,469,0.485714284647,14,1,0,4.95095948827
1200,13,523,0.537572253299,11,1,0,4.94263862333
3400,12,119,0.67256636573,4,1,0,4.71428571429
4900,10,331,0.621951217616,13,1,0,5.05438066465
2700,12,200,0.661616158275,6,1,0,4.68
550,13,475,0.552016983966,7,1,0,5.11789473684
1100,12,373,0.560109288087,4,1,1,4.50670241287
732,10,286,0.625874123686,5,1,0,4.73426573427
1700,13,901,0.449048151793,7,1,1,4.39955604883
814,11,751,0.483914208467,12,1,2,4.62183754993
755,11,214,0.613207544277,5,1,0,4.90654205607
626,12,181,0.644970410385,5,1,0,4.46408839779
911,10,456,0.555555554321,13,1,0,4.53947368421
644,13,561,0.562949639275,7,1,1,4.65062388592
934,11,115,0.741071421955,4,0,0,4.82608695652
1300,13,198,0.652406413623,2,1,0,4.0101010101
799,11,332,0.603658534745,8,1,0,5.06024096386
950,10,520,0.484063744056,10,1,0,4.68846153846
471,11,469,0.572961372161,11,1,1,5.31769722814
1200,12,259,0.547619045446,5,1,0,4.69884169884
669,13,211,0.628019320638,4,1,0,4.85308056872
969,8,261,0.586206894306,7,1,0,5.03448275862
902,10,717,0.550991500636,6,1,0,4.52022315202
552,10,455,0.516930021406,7,1,0,4.88791208791
791,10,319,0.60197368223,6,1,0,4.55799373041
1300,9,257,0.646586342785,6,1,0,5.03891050584
854,10,689,0.503639009456,25,1,0,4.97532656023
1800,10,982,0.369765066017,11,1,0,4.61201629328
1200,10,204,0.639175254437,12,1,0,4.47549019608
982,10,288,0.585454543326,19,1,0,4.99305555556
944,13,476,0.534042552055,7,1,0,4.40546218487
874,11,85,0.764705873356,3,0,0,4.67058823529
970,7,438,0.623529410298,10,1,0,5.04566210046
724,10,201,0.66999999665,6,0,2,4.45771144279
5300,12,1042,0.465753424202,6,1,0,4.58253358925
1200,11,423,0.586538460129,6,1,1,4.54373522459
860,6,168,0.67080744925,5,1,0,4.71428571429
910,9,855,0.485714285136,11,1,0,4.61286549708
2200,10,270,0.695167283661,6,0,0,5.13333333333
673,9,342,0.571428569692,7,1,0,4.94736842105
1000,14,610,0.534804752912,11,1,0,4.62459016393
496,11,405,0.585427134207,3,1,0,5.17037037037
1700,6,548,0.510516251414,6,1,1,4.53284671533
731,13,113,0.758928564652,6,0,0,4.62831858407
1300,13,151,0.629629624966,3,1,0,4.61589403974
5400,8,837,0.437275985141,13,1,0,4.46714456392
2000,11,289,0.53684210338,4,1,1,4.32871972318
4600,8,1181,0.424892703498,25,1,0,4.71803556308
1300,10,349,0.582132563164,5,1,0,5.0229226361
1100,11,680,0.539730134123,21,1,0,4.55294117647
750,9,329,0.576687114795,4,1,0,4.65653495441
388,11,235,0.678111585072,3,1,0,5.16595744681
3600,10,135,0.612403096028,2,1,0,4.36296296296
3900,13,294,0.608996537685,2,0,1,4.40136054422
1800,12,163,0.670967737607,5,1,0,4.20858895706
361,11,512,0.56378600707,10,1,1,4.95703125
418,9,516,0.598019800796,16,1,0,5.10271317829
1000,6,100,0.639175251143,7,1,0,4.24
1200,11,280,0.710144924963,8,0,2,4.58571428571
1500,9,315,0.655948550946,9,1,0,4.47936507937
1300,14,612,0.476430975629,5,1,0,4.52450980392
2300,13,381,0.582887698976,9,1,0,4.89763779528
555,8,1387,0.414244185745,18,1,0,4.71160778659
2900,7,289,0.591549293692,12,1,0,4.71280276817
1900,11,308,0.503311256612,5,1,0,4.95454545455
3300,12,325,0.62974683345,13,0,1,4.58769230769
2400,10,202,0.5858585829,5,1,0,4.29702970297
1800,8,100,0.714285706997,4,1,0,4.69
4000,13,315,0.556270094674,8,1,0,4.43492063492
589,11,255,0.616666664097,3,1,0,4.94509803922
1300,13,728,0.478260868894,8,1,0,4.40659340659
1200,9,533,0.483992466132,6,1,0,4.36397748593
743,10,813,0.485111661929,9,1,0,4.33087330873
1700,9,705,0.489913543963,8,1,0,4.54326241135
2500,10,225,0.470588233165,4,1,0,4.52888888889
1100,10,811,0.438902742595,14,1,1,4.7990135635
676,11,240,0.601694912705,7,1,0,4.45833333333
1500,10,171,0.634730535121,4,1,0,4.43274853801
2300,8,580,0.538188276131,10,1,0,4.6775862069
1100,8,612,0.56317689429,8,1,0,4.58660130719
593,9,636,0.579365078445,9,1,1,4.62106918239
731,9,322,0.599358972438,4,1,0,4.67080745342
839,8,395,0.529411763352,5,1,0,4.92151898734
1500,9,402,0.511221943862,7,1,0,4.76865671642
638,12,213,0.636792449826,6,1,0,5.29107981221
1200,11,116,0.71304347206,6,0,0,4.8275862069
743,8,487,0.488659792807,4,1,0,4.81724845996
1000,11,414,0.572864320169,7,1,0,4.59661835749
1200,14,113,0.669642851164,2,1,0,4.8407079646
568,13,352,0.580459768447,6,1,0,4.86931818182
649,12,279,0.562962960878,4,1,0,5.06810035842
1800,9,516,0.422090728951,3,1,0,4.58333333333
729,11,510,0.541666665592,7,1,1,4.88431372549
880,12,116,0.747826080454,5,0,0,4.70689655172
612,11,242,0.6111111085,3,1,0,4.55785123967
1700,14,264,0.632183905624,14,0,1,4.65151515152
1000,13,113,0.738738732083,4,0,1,4.30088495575
1700,12,299,0.659649120492,11,1,0,4.83612040134
4300,9,347,0.63372092839,8,1,0,5.05475504323
3900,10,925,0.44456641005,9,1,0,4.65621621622
863,11,498,0.523613961964,10,1,1,4.99598393574
1300,12,260,0.626459141531,6,0,2,4.96153846154
4600,11,778,0.527131782265,10,1,0,4.73778920308
4300,12,302,0.574829930018,5,1,0,4.65231788079
1100,10,204,0.63636363315,19,1,0,4.3431372549
902,14,623,0.517799351913,11,1,0,4.46227929374
1100,14,847,0.411483253096,17,1,0,4.51593860685
2500,7,375,0.596045196056,18,1,0,4.544
1600,9,393,0.48578811244,8,1,0,4.62849872774
1700,10,312,0.608974357023,9,1,0,4.87179487179
1600,13,640,0.492822965721,11,1,0,4.8375
1300,10,346,0.552023119792,7,0,2,4.38150289017
1300,8,399,0.510256408948,4,0,0,4.34335839599
1400,10,1049,0.371401151275,7,1,0,4.38894184938
3500,7,151,0.707482988384,9,0,1,4.72185430464
2100,7,1058,0.38894184901,7,1,0,4.2741020794
5300,11,606,0.493333332511,11,1,0,5.06270627063
3800,11,269,0.622137402206,8,1,0,4.69888475836
1100,12,258,0.651162788174,11,0,1,4.71705426357
1800,9,447,0.55429864128,9,1,0,5.35570469799
822,15,145,0.697183093682,6,0,0,4.66896551724
4900,11,152,0.7248322099,3,0,1,4.59868421053
2500,13,266,0.608527129424,4,1,0,4.37218045113
3400,13,412,0.577395575977,9,1,0,5.08252427184
2600,9,777,0.425781249446,22,1,0,4.79150579151
1100,12,200,0.603174599983,5,1,0,4.155
838,10,110,0.731481474709,3,0,1,4.20909090909
927,9,352,0.619469024721,9,1,0,4.97443181818
3100,9,342,0.567164177411,4,1,0,4.3918128655
3400,13,248,0.635983260937,4,0,2,4.97580645161
1200,9,246,0.609053495436,6,1,0,4.88617886179
1200,11,455,0.523489931715,4,2,0,4.67252747253
2100,10,512,0.537254900907,9,1,0,4.3671875
4600,9,326,0.593059935038,9,0,1,4.71472392638
255,10,210,0.671568624159,9,1,0,4.99523809524
587,9,510,0.548387095669,10,1,0,4.70588235294
4100,9,271,0.593023253515,3,1,2,4.69003690037
1800,13,382,0.554089708301,6,1,0,4.55759162304
1000,13,254,0.632411064694,4,0,1,4.48818897638
1400,9,416,0.582125602459,16,1,0,4.95192307692
1700,11,248,0.603238863954,4,1,0,4.58064516129
3700,10,447,0.485193620763,10,1,0,4.85458612975
704,9,147,0.706293701355,7,0,2,4.52380952381
5300,9,375,0.549597853754,7,0,0,4.856
1600,12,213,0.587677722333,7,0,0,4.47887323944
1200,13,546,0.531716416918,9,0,1,4.78571428571
1700,11,184,0.608695648866,6,0,1,4.73369565217
2200,8,562,0.518783541111,13,1,0,4.72419928826
983,11,321,0.589576545311,8,1,0,4.59813084112
546,8,315,0.65384615175,12,1,0,4.68888888889
1500,13,175,0.739884388787,5,1,1,4.70285714286
939,7,612,0.485714284898,10,1,0,5.03758169935
1700,12,270,0.613636361312,6,1,0,4.65925925926
1900,9,154,0.688311683842,5,1,0,5.03246753247
721,8,125,0.76612902608,6,1,0,4.368
1500,10,187,0.668478257237,4,0,1,4.3743315508
1900,14,440,0.602803736909,7,1,0,4.81818181818
1500,12,311,0.644295299851,9,1,0,4.93890675241
1100,12,125,0.754098354475,6,0,0,4.84
1100,10,385,0.624020886099,6,1,0,5.04415584416
1800,12,186,0.607734803272,5,1,0,4.43548387097
1100,10,804,0.412204233609,10,1,0,4.44651741294
917,13,1322,0.355083459518,11,1,0,4.23298033283
1400,8,1380,0.535714285324,9,1,0,5.15579710145
633,13,118,0.799999993043,5,0,0,4.78813559322
3600,8,1111,0.463255813523,11,1,0,4.66156615662
935,11,532,0.522727271737,12,1,0,4.88533834586
1100,9,1169,0.400873362095,3,1,0,4.54747647562
2100,8,529,0.499999999035,10,1,0,4.98487712665
2100,10,605,0.55926544147,11,1,1,5.27603305785
2500,11,127,0.704918027009,6,1,0,4.29133858268
3800,10,356,0.566951565336,11,1,1,4.8202247191
795,6,757,0.469576718956,13,1,0,4.85336856011
1300,8,546,0.495145630107,12,1,0,4.76923076923
1200,11,337,0.64179104286,7,1,0,4.74480712166
807,7,557,0.528130670548,8,1,0,4.66427289048
2700,11,1361,0.370397643321,16,1,2,4.19103600294
1300,9,375,0.579234971095,8,1,0,4.76
1400,9,540,0.548327136527,14,1,0,5.06296296296
1100,13,156,0.73509933288,6,0,0,4.88461538462
1100,12,498,0.579797978627,14,1,0,5.16465863454
1000,8,832,0.44135429209,6,1,0,5.36778846154
869,14,819,0.446270543051,17,1,0,4.76923076923
906,10,671,0.492514969323,10,1,0,4.7958271237
1400,13,437,0.541860463856,2,1,0,4.47597254005
1600,9,665,0.472868216321,16,1,0,4.68872180451
2600,13,317,0.576923075074,4,1,0,4.76025236593
1200,10,170,0.639053250656,7,0,0,5.09411764706
1500,6,965,0.477941175969,13,1,0,4.81450777202
1300,12,414,0.558536584004,9,1,0,4.8115942029
2400,10,289,0.543554005075,6,1,0,4.63667820069
885,13,852,0.469822484651,10,1,0,4.80985915493
545,11,230,0.690265483671,6,0,2,4.8652173913
4000,11,463,0.503370785386,11,1,0,4.96760259179
798,9,271,0.629213480789,6,1,0,5.07380073801
1000,14,98,0.7894736759,7,0,0,4.48979591837
1000,10,609,0.537953794492,11,1,1,5.24137931034
1300,10,881,0.426940638782,10,1,0,4.60499432463
745,8,173,0.645348833457,2,1,0,4.53757225434
1300,9,416,0.581683166877,7,1,0,5.13461538462
2400,11,278,0.572992698639,5,1,1,4.39928057554
1100,11,357,0.571428569796,7,1,0,4.96078431373
3200,11,618,0.501666665831,11,1,0,4.64401294498
717,14,660,0.513803680194,8,1,1,5.05454545455
2600,11,348,0.629518070393,10,0,0,4.8591954023
3000,8,470,0.556043954822,10,1,0,5.21276595745
1600,13,146,0.732876707309,4,0,1,4.73287671233
1700,8,632,0.521880063984,1,1,0,4.36075949367
3000,11,1087,0.3930300093,14,1,0,4.70009199632
1600,11,483,0.486899562256,11,1,0,4.75362318841
1400,9,1246,0.457627118275,16,1,0,5.23033707865
4400,12,241,0.633333330694,7,0,0,4.78008298755
874,12,294,0.610921499621,9,1,0,5.07142857143
4700,12,258,0.68359374733,7,1,0,4.74418604651
1600,10,345,0.626822155607,9,1,0,4.6347826087
790,12,233,0.63228699268,5,1,1,4.69957081545
2000,12,973,0.430062630031,10,1,0,4.51901336074
1100,8,183,0.762430935014,5,0,0,4.80327868852
1100,10,698,0.484804630268,12,1,0,4.73638968481
4300,12,339,0.581602372161,5,1,0,4.72861356932
994,11,297,0.57093425408,6,1,0,4.61616161616
1600,8,294,0.592465751396,4,1,0,4.69387755102
1700,9,374,0.612466123001,5,1,0,5.24064171123
1100,16,142,0.685714280816,5,0,0,4.52112676056
3300,10,912,0.427942793809,17,1,0,4.54714912281
1400,13,220,0.582938385863,5,1,0,4.68636363636
4600,10,1000,0.424242423814,9,1,0,4.564
1100,9,375,0.624309390541,10,1,1,5.00266666667
783,11,292,0.615658360798,8,1,0,5.04109589041
2200,11,345,0.511904760381,4,1,0,4.58260869565
1300,9,340,0.610619467225,12,1,0,4.76176470588
1100,14,338,0.514970058338,6,1,0,4.21597633136
3100,8,126,0.756097554828,4,1,0,4.80158730159
1600,10,276,0.553278686257,4,1,0,4.55434782609
1200,12,743,0.497260273291,11,1,0,4.75504710633
1600,11,1303,0.423387096433,12,1,0,4.69071373753
1300,12,1019,0.448834852635,23,1,0,4.64965652601
2800,9,263,0.625482623068,3,0,1,4.50570342205
3100,11,781,0.488461537835,9,1,0,4.94366197183
2600,9,484,0.532494757794,12,1,0,4.58884297521
701,9,256,0.547619045446,2,1,0,4.921875
1800,11,593,0.503389829655,1,1,0,4.74198988196
897,12,129,0.738095232237,7,0,0,4.64341085271
1400,12,606,0.522689074752,6,1,0,4.25247524752
502,10,255,0.653225803818,6,1,1,4.68235294118
1100,14,244,0.65800865516,8,1,0,4.54918032787
2200,10,550,0.540186914878,10,1,0,4.79090909091
1200,11,1376,0.446428571096,25,1,0,4.98837209302
1700,10,263,0.583657585278,5,0,0,5.17870722433
1300,13,271,0.67286245103,13,1,1,4.55350553506
1200,14,1182,0.398814563591,8,1,0,4.59644670051
985,8,400,0.548717947311,19,0,1,4.89
1700,12,169,0.70303029877,4,1,0,4.97633136095
2900,10,1128,0.414503133022,14,1,0,4.62765957447
2200,12,322,0.554140125624,15,1,0,4.77329192547
1600,12,310,0.56375838737,9,1,1,4.67419354839
720,7,891,0.49604519718,22,1,0,4.9214365881
1600,7,249,0.604081630187,4,1,0,4.73895582329
591,13,301,0.574007218144,3,1,0,4.39867109635
698,10,330,0.556923075209,4,1,0,4.64545454545
2000,10,231,0.55506607685,9,1,0,4.76623376623
3400,11,918,0.461197338735,16,1,0,4.35511982571
1200,8,923,0.471677559399,13,1,0,4.5698808234
1700,10,487,0.533477320662,19,1,1,5.16837782341
1100,10,834,0.437424057792,20,1,0,4.948441247
2200,7,774,0.468085105761,19,1,1,4.54521963824
5500,7,1085,0.357474465778,11,1,0,4.14470046083
1700,9,193,0.697802193968,4,1,0,4.51295336788
1900,10,191,0.61581920556,4,1,0,4.40314136126
1500,14,384,0.536649213255,8,1,0,4.8515625
1300,12,397,0.570707069266,8,1,1,5.10075566751
762,13,137,0.742647053363,6,0,0,4.76642335766
1100,10,485,0.616204689518,25,1,0,4.96907216495
959,12,351,0.541547276385,5,1,0,4.37321937322
571,13,381,0.574074072555,5,1,0,4.76902887139
897,12,167,0.639240502283,5,1,0,4.66467065868
1400,10,634,0.416932906682,7,1,0,4.80599369085
1800,11,250,0.570247931528,8,1,0,4.56
909,11,138,0.76470587673,3,0,1,4.76086956522
1700,11,125,0.732142850606,9,1,0,4.816
1400,12,1011,0.380710659512,10,1,0,4.34421364985
1200,13,270,0.605363982355,11,1,0,4.42592592593
1200,12,237,0.602564099989,9,1,1,4.76371308017
1600,11,248,0.677824264946,8,1,1,4.64919354839
2000,10,406,0.542079206579,3,1,0,5.00738916256
673,11,410,0.574358972886,13,1,0,5.1756097561
3400,10,1274,0.450039338749,14,1,0,4.84929356358
2000,9,595,0.435374148919,10,1,0,4.61344537815
1000,11,424,0.59047618907,4,1,0,5.06839622642
911,11,277,0.616236160088,7,1,0,4.7725631769
867,6,320,0.538461536736,16,1,0,4.7
1700,9,265,0.580769228536,5,1,0,4.37735849057
2100,13,347,0.526470586687,10,1,1,4.06916426513
3600,13,260,0.55967077959,4,1,0,4.54615384615
2600,9,751,0.554959784779,10,1,1,4.68708388815
884,14,114,0.77192981779,7,0,0,4.77192982456
2100,11,662,0.443759629517,8,1,0,4.54531722054
1300,11,461,0.480176210396,12,1,1,4.26681127983
1400,10,346,0.578488370411,9,1,0,4.61849710983
3400,12,466,0.520518357407,9,1,0,4.830472103
1900,10,334,0.506024094861,6,1,0,4.42814371257
1200,14,446,0.556561084714,6,1,1,4.25784753363
3300,13,751,0.427792914949,12,1,0,4.48202396804
2300,10,120,0.722689069557,3,1,0,4.34166666667
5000,13,192,0.641711226515,6,1,0,4.34375
2500,11,571,0.529824560474,8,1,0,4.50963222417
3000,10,1001,0.339717741593,3,1,0,4.16683316683
3400,10,577,0.457894736039,6,1,0,4.6568457539
1900,9,429,0.556085917527,18,1,0,4.57342657343
4000,13,1207,0.405748097713,22,1,0,4.85169842585
3600,10,141,0.676258987941,7,0,2,4.51773049645
690,12,221,0.601809952028,6,1,0,4.62895927602
1800,7,204,0.656716414643,6,1,0,4.74509803922
1400,11,395,0.559895831875,14,1,0,5.23797468354
3700,11,212,0.617647055796,5,1,0,4.70754716981
3100,11,702,0.489239597576,6,1,1,4.82193732194
3600,8,267,0.586872584607,17,1,0,4.85393258427
1600,10,514,0.561507935394,9,1,0,4.65953307393
1100,11,762,0.47814207585,13,1,0,4.53805774278
878,9,446,0.543529410486,15,1,0,5.17264573991
1100,12,193,0.571428568405,5,1,0,4.48186528497
2200,9,758,0.421122994089,1,1,0,4.35751978892
1700,11,98,0.770833325304,5,0,0,4.65306122449
512,12,226,0.638888885931,3,1,0,4.3982300885
498,12,167,0.65853658135,3,1,0,4.67664670659
888,11,366,0.550279328072,3,1,0,4.37158469945
1200,10,314,0.579804558372,4,0,0,4.37261146497
691,8,725,0.450704224717,8,1,0,5.04965517241
598,14,139,0.656488544607,3,1,0,4.74100719424
523,12,176,0.708571424522,2,0,2,4.39772727273
3000,7,699,0.485590777398,3,1,0,4.77968526466
865,7,225,0.594594591916,5,1,0,4.96
1300,12,342,0.552238804322,9,1,0,4.79824561404
733,9,386,0.541778974281,4,1,0,4.46632124352
692,6,431,0.565632456884,10,1,0,4.48723897912
1200,11,251,0.624489793369,9,0,0,4.82071713147
874,13,155,0.722972968088,6,0,0,4.35483870968
647,11,150,0.67567567111,4,1,0,4.49333333333
912,13,146,0.722627731952,4,1,0,4.8698630137
815,10,645,0.474015747285,12,1,0,4.63410852713
384,6,191,0.699999996316,11,1,0,5.21989528796
486,7,198,0.713513509657,12,1,0,5.14646464646
595,9,581,0.528695651254,13,1,0,4.60757314974
830,12,239,0.61802574842,8,1,0,4.6359832636
1500,9,90,0.786516845095,1,0,1,4.31111111111
955,11,386,0.557894735374,10,1,0,4.84974093264
963,10,113,0.756756749939,2,0,0,4.6017699115
990,11,275,0.609665425243,6,1,0,4.63272727273
538,13,341,0.570149252029,5,1,0,4.64516129032
751,10,450,0.620535712901,6,1,1,4.73333333333
958,9,1039,0.456140350433,7,1,0,4.23291626564
775,11,255,0.621951216984,6,1,0,4.92549019608
1300,13,556,0.493482308206,23,1,0,4.66726618705
1300,12,157,0.696774189053,3,1,0,4.48407643312
1300,14,155,0.616438351942,5,1,0,4.38709677419
788,13,206,0.593137251994,3,1,0,4.50485436893
2900,11,648,0.493001554443,9,1,0,4.81018518519
4600,10,858,0.434731934225,18,1,0,4.42191142191
768,11,176,0.664739880551,6,0,1,4.22159090909
553,10,747,0.471063256432,6,1,1,4.26238286479
829,10,418,0.549504949135,17,1,0,4.78468899522
2300,12,371,0.551246535869,9,1,0,4.58221024259
1800,11,464,0.55021833941,7,0,1,4.64655172414
563,12,350,0.534482757085,6,1,0,4.47142857143
715,7,267,0.623574142116,7,1,0,4.96629213483
613,8,303,0.632996630865,7,1,0,4.62706270627
479,9,295,0.580204776177,3,1,0,4.97288135593
678,12,322,0.608974357023,7,1,1,4.7950310559
2800,14,248,0.619469023808,7,1,0,4.66129032258
821,11,267,0.596899222493,6,1,0,4.68913857678
1400,14,759,0.483311080797,9,1,0,4.30961791831
3100,10,976,0.447776628286,12,1,0,4.56659836066
1400,12,161,0.696202527239,10,1,0,4.88819875776
674,8,402,0.54613466198,10,1,0,4.99253731343
1900,11,896,0.494938132177,6,1,0,4.85602678571
922,13,408,0.521091810121,5,1,0,4.72303921569
2400,12,137,0.723880591613,5,0,0,4.34306569343
954,16,327,0.627329190598,10,1,0,4.7247706422
3600,11,166,0.678787874674,6,1,0,4.31927710843
679,9,215,0.628712868175,3,1,1,4.63720930233
712,11,506,0.529292928224,10,1,0,4.79446640316
2000,9,553,0.525830257332,4,1,0,4.63652802893
1700,12,396,0.548469386356,6,1,0,4.50252525253
1100,10,260,0.585271315561,3,2,0,4.86923076923
1400,8,223,0.663551398768,5,0,1,5.13901345291
601,10,267,0.660305340991,3,0,1,4.42322097378
1100,12,695,0.498542273326,7,1,2,4.87050359712
1700,9,295,0.637931032283,12,1,0,5.09830508475
444,13,140,0.728571423367,6,0,0,4.66428571429
604,11,211,0.63592232701,6,1,0,4.88151658768
636,8,376,0.522911049803,5,1,0,4.71542553191
1200,9,514,0.515748030481,11,3,0,4.69455252918
766,11,391,0.59220779067,10,1,2,4.47826086957
1600,14,640,0.491255961063,6,1,0,4.4015625
863,11,629,0.561576353758,11,1,0,4.36089030207
531,11,301,0.595238093213,6,1,0,4.76411960133
5500,9,105,0.767676759922,2,2,0,4.90476190476
647,16,411,0.549479165236,8,1,1,4.38929440389
847,9,795,0.510204080982,9,1,0,4.87421383648
860,11,253,0.573170729377,2,1,0,4.70750988142
1300,8,976,0.473195875801,8,1,0,4.84221311475
630,13,718,0.474719100457,4,3,1,4.45125348189
1300,12,722,0.506963787595,8,1,0,5.03739612188
4300,7,1255,0.387622149521,6,1,0,5.003187251
2800,11,477,0.512987011877,16,1,2,4.68343815514
2200,8,680,0.433082706116,6,1,0,4.49117647059
1300,13,339,0.613981761052,8,0,1,4.9203539823
1000,13,277,0.568773232086,5,2,0,4.83754512635
361,12,729,0.46293706229,6,1,0,4.68312757202
595,12,277,0.635687729979,8,2,0,4.80144404332
1600,7,137,0.777777772016,2,2,1,4.70802919708
498,10,746,0.441891891295,6,1,0,4.80026809651
2900,7,321,0.628664493066,7,0,0,4.7507788162
798,10,288,0.585365851619,5,1,0,4.57291666667
770,9,389,0.54812834078,12,1,0,4.89974293059
910,8,721,0.472144846139,12,1,0,5.08599167822
3500,11,596,0.430016862681,5,3,0,4.39093959732
4500,8,449,0.546485259532,8,1,0,4.64587973274
2100,9,113,0.699999993636,5,0,2,4.51327433628
4400,9,95,0.784090900181,6,2,0,4.70526315789
3500,9,234,0.705627702573,6,0,0,4.63247863248
817,11,617,0.514610388775,11,1,0,4.73743922204
696,8,665,0.455676515621,11,1,1,4.87969924812
1700,11,768,0.512549536972,9,1,0,4.47786458333
1900,11,208,0.642512074191,4,1,0,4.67788461538
880,12,720,0.451428570784,13,1,1,4.72916666667
1400,9,518,0.503952568174,16,1,0,4.90540540541
2800,9,1166,0.423143350239,8,3,0,4.61492281304
1500,9,248,0.609756095082,8,1,0,4.76612903226
618,9,127,0.704918027009,5,0,2,4.25984251969
906,9,89,0.752941167612,4,0,2,4.66292134831
3500,10,267,0.602272724991,6,2,1,4.59925093633
997,13,260,0.647058820992,3,1,0,4.85769230769
1800,9,279,0.646840146294,8,1,1,5.07168458781
1000,12,369,0.583106265441,8,1,1,4.77777777778
1100,8,320,0.567114092057,7,1,0,4.2
2700,9,333,0.591463412831,8,2,1,4.6966966967
796,10,497,0.548979590716,11,1,0,4.58350100604
812,7,149,0.641891887555,4,1,0,4.36241610738
2000,8,617,0.526829267436,9,1,0,4.62236628849
2400,7,459,0.529279278087,9,2,0,4.80392156863
761,12,840,0.488622753906,11,2,0,4.54404761905
1300,9,722,0.576056337217,9,2,1,4.67728531856
720,13,114,0.789473677285,5,0,0,4.30701754386
1300,7,192,0.682291663113,4,1,0,5.04166666667
1000,8,114,0.728070169052,2,0,2,4.29824561404
638,11,440,0.528735630968,8,1,0,4.58863636364
2300,12,836,0.441320292859,7,1,0,4.66028708134
677,8,185,0.581005583346,3,0,1,4.60540540541
1900,11,201,0.647058820069,7,1,0,4.76616915423
1600,11,433,0.611627905554,6,1,0,4.89838337182
1900,11,172,0.631578943675,3,0,1,4.6976744186
1100,10,356,0.573446326064,5,1,0,4.82865168539
841,10,450,0.504504503368,6,1,0,4.92444444444
1200,10,302,0.630136984143,8,1,0,4.69867549669
2500,11,282,0.58718861001,4,0,0,5.26241134752
1200,9,450,0.543181816947,10,1,0,5.30222222222
1800,11,512,0.546184737859,10,1,0,4.794921875
1800,9,556,0.482758619814,9,1,0,4.82014388489
1800,10,449,0.552036197846,8,1,1,5.18040089087
5100,13,400,0.540201003668,10,0,2,4.5075
2000,7,551,0.512773721692,11,1,0,4.78039927405
2200,13,91,0.761363627712,2,2,0,4.48351648352
1000,13,719,0.459343793924,10,1,0,4.82614742698
864,10,545,0.486085342326,8,1,0,4.86055045872
1100,13,1114,0.440754039102,10,1,0,5.19389587074
2400,12,537,0.510436431669,10,1,0,4.75791433892
1200,9,613,0.529510960321,19,1,1,4.81566068515
951,11,686,0.483870967032,11,1,1,5.16909620991
